domain,sld,len,score,dict_hits_edge,full_segmentation,dict_bonus,single_bonus,suffix_bonus,tech_bonus,nature_bonus,values_bonus,compound_bonus,misspelling,len_penalty,price_usd,bid_count,end_date,permalink
betjunta.com,betjunta,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-02T15:00:00.000Z,https://www.namecheap.com/market/sale/ajhfSWiVzqCFJFdXfQmec1/
comebett.com,comebett,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-02T15:00:00.000Z,https://www.namecheap.com/market/sale/cVVvcnW4rkvNh3997pFc26/
haulgram.com,haulgram,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-02T15:00:00.000Z,https://www.namecheap.com/market/sale/atKz9YCNbR6zEkmmC19AGH/
girlsirl.com,girlsirl,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-02T15:00:00.000Z,https://www.namecheap.com/market/sale/bZEZHBCPPWjTDDSHiPhhwF/
lesstock.com,lesstock,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/ngyZY6dY4rKcahAPiCxSFT/
fardinit.com,fardinit,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/hHorbAtLHmyFTvVFCkd4Yt/
hoffpost.com,hoffpost,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/8kWfK1qfC2b3iM9m5Dodf9/
aqualots.com,aqualots,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/kKCpgdQR5DCXuyqevLQd2Q/
scillask.com,scillask,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/f59s67TYNbRyk97UWgGYRM/
phonesku.com,phonesku,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/gNBfqYJftjYvL2g8MR3qfi/
joyonaga.com,joyonaga,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/k7xMhEMbEedecTyUrYKNSc/
winsuree.com,winsuree,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/oqETsnQunjYvEtqGwwCVph/
petramen.com,petramen,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/iXgPg8KCLdwHz7SLKrsUMQ/
groovtap.com,groovtap,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/68EF68PZwz1be5YVhDkCX3/
mayhemrp.com,mayhemrp,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/47UHtXj3EcNtF9mEbvXtFv/
perquebi.com,perquebi,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/ckegyBbSrcu1kfwEFT8Lai/
yuvacard.com,yuvacard,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/bs3ggQtx5cquKjhmEehjNF/
bayramix.com,bayramix,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/qVQcxKGp6QuinWyGYCE1rQ/
bosskazi.com,bosskazi,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/pQSJ4ESwoDARQ4xpcaevC9/
burnsats.com,burnsats,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/dh7PpWirB5Tp7f1CbvFxqF/
drecaper.com,drecaper,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/vBJGXi3dCreFamqfyziP7W/
furnibol.com,furnibol,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/f77Shi4hn6NRoCjVL4Q3Y1/
noramass.com,noramass,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/8oU7h1R34cTMhV7eLX9os5/
itsatire.com,itsatire,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/khZz96fdhrhAEJky6cm4o2/
allomran.com,allomran,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/aYJdg5Wq3TaMU4NWKGMesc/
writless.com,writless,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/1RKqdNUbevzJ4BacCPyRoM/
teentush.com,teentush,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/3C1P8uc75sbkZFmXDXRko5/
lucclean.com,lucclean,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/afWypCaKG8dqKpzRoiAj4u/
blacicon.com,blacicon,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/bEwqd2NkRVsKX7EBSR3M5i/
castesia.com,castesia,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/tNC9VSKtGxvw3pjXFUFEzM/
therowpy.com,therowpy,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/jmFct2atSnDf9weeDMqGYg/
kilotown.com,kilotown,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/7D4aqkgLW1yMSuFEbgMNKz/
wysingle.com,wysingle,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/nhqUubgLmFFEMP3gtqVXjB/
noormall.com,noormall,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/hSqzqp11gmKaRoLDzz83sY/
globspan.com,globspan,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/diyPhUG2LHpfPMJjdvY11L/
inbamnew.com,inbamnew,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/hSNirLf4kLR8px9SZvGvFW/
layerexp.com,layerexp,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/8aeF8jaRrkh1VHt9ZgVi9H/
yeahbuzz.com,yeahbuzz,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/f8mRBnrzti6Ya7EtGji5qT/
gitawise.com,gitawise,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/uHS77nZp6zpiAodrPPr2iF/
lovibook.com,lovibook,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/cGJwk5zA1eMxKjtwthKhUs/
forerise.com,forerise,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/7nDcMrK2EAXQReF2vUzZTW/
abhsound.com,abhsound,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/5FwFTKtTjo3j6G9nzG6b2U/
wartiest.com,wartiest,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/wfJY3rsV28G1eV9vccN7Ao/
foodegad.com,foodegad,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/bvufjctYsabkQvCvtJuso6/
foodedgy.com,foodedgy,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/jj7btYU6FgYNpomGJ8iR1p/
foodjape.com,foodjape,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/umuAUwgWPJABp8LC8baAA4/
thekyoko.com,thekyoko,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/tt89XtAABHF4tT3Vgrm3e1/
getprola.com,getprola,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/f2o7DcTELJGiUeG9V1myPm/
setczone.com,setczone,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/39v8bC28JS5BW9NXDL7bED/
ktbizcap.com,ktbizcap,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/wWofc8VRhmC18v4ipByZjp/
hscenews.com,hscenews,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/qF9rbhc95LpSPC9eTZUxxg/
ladderon.com,ladderon,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/coTyPw3rJRnC93wmpCzfx4/
saferhse.com,saferhse,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/m9DwuwyxnyN5U716fc6482/
opoyodds.com,opoyodds,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/omSpZHoKXsdZ9dhCzxq7KJ/
usevigil.com,usevigil,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/qctTo8u8A8A9fUGgdY8TeY/
coraxnet.com,coraxnet,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/v24VvMLCiQcbPPatGjpXJ1/
promovps.com,promovps,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/eQKwvvdUgUzr6iR7rTrsNP/
gameyaka.com,gameyaka,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/fndYZNVqKc5NYsfcEKycRP/
gpamodel.com,gpamodel,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/wU7Mo7qBcUiPqtXSEuSeW5/
ojasteam.com,ojasteam,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/n5BFsg929gMMPLtSrwz6a1/
papuatop.com,papuatop,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/tL2TEFKKcVs4s7KfptnbzM/
kafeipet.com,kafeipet,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/da1bzFFNd99G9nwoaWAGKj/
lotrevip.com,lotrevip,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/uFB2f2e5nfWKiSjXUZtYCC/
hisdinfo.com,hisdinfo,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/96unG6sd7hFSrMcsVkUCGV/
housbull.com,housbull,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/qbD2LnXWn7bG4vdEgL1MGX/
houzbull.com,houzbull,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/x3ing9cLXi4ozik8per2pJ/
kitintel.com,kitintel,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/9nGgCNWKAZFDggGW78GFCM/
tompeace.com,tompeace,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/o1oGhUC83qmLYh6D6ysKw1/
xertinet.com,xertinet,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/2VViNpWG6nYpvemsgyFkur/
exfguide.com,exfguide,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/r4ouov1jmbdYqzG9zckA48/
outrizon.com,outrizon,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/23xQPQPf3T84uhzXoyNZpe/
intuedit.com,intuedit,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/6brYZgzBmK8oAM63ZyUoev/
yvelshop.com,yvelshop,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/ayDtScUzztiCm4qeDWhgAd/
petbaggy.com,petbaggy,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/22TTU2bdvdfXw5jtGrFLZv/
findlite.com,findlite,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/pa51P23ck45SQSNuWhfueh/
blushour.com,blushour,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/cdrVAYxKMXT7RLkvMaZF1f/
blocsign.com,blocsign,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/1grkvYVS1E9Zopb36T3wnN/
negalack.com,negalack,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/pUu7FzkGBNWDVRztcV5FNi/
decifice.com,decifice,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/o3z6MYWSe7r8BHnh6rzait/
feetween.com,feetween,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/fQX5NJFjDt27hLHsPzmBta/
assurviv.com,assurviv,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/4i7D57TDti7hHEqwv3eaRL/
hollowin.com,hollowin,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/c6UbCsjrFG36wNvebWRf5J/
notipare.com,notipare,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/148dgvYcoAuVuKnrGi5PEs/
selfijam.com,selfijam,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/7UfxPsmxK59RFfv2NFDhDz/
lendicax.com,lendicax,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/5YfB2BVJsPw1agvAj6BsbC/
ashyanah.com,ashyanah,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/d2WpNFhRV7mANfhZ9QdMao/
adarkweb.com,adarkweb,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/vfeGHEi6ntjH41gGyZBEvA/
pplextra.com,pplextra,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/bhCUA41PWdJyEqa3umUw7T/
riserbee.com,riserbee,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/iArttW7mtS8McVTfXuxMJq/
webxmine.com,webxmine,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/dS3gBkSkDrBwj4gJMgfSv5/
bigplayz.com,bigplayz,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/aFfru5eRcdSKMTpMCdbEe9/
mgzeshop.com,mgzeshop,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/wGKAa7wxyur549A1cSWekm/
writetix.com,writetix,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/cH9q8tqGYsdXSDNyDtpeAG/
truckzip.com,truckzip,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/9mPmh8zt4kyqWFv5ruM57B/
webrafts.com,webrafts,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/asezGg1fsSKYb1bFUAmaku/
usemuddy.com,usemuddy,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/iWERZqPX92yVk4XfHfWXoF/
africone.com,africone,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/hSUE2fPDXcxqUgLGfrddb4/
paybulle.com,paybulle,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/ivwPQr8g3DaFEDeeGVDJsw/
kniznice.com,kniznice,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/snPJCKUWeYimAQpMbBBhBK/
giftipod.com,giftipod,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/3rk3ei9wP3AVGvcx5dcvgV/
wildloot.com,wildloot,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/3CepgXFdYwH686Ki6nTBni/
maadrone.com,maadrone,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/pj1giUqdSbutHASooBBaxN/
wtloshop.com,wtloshop,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/d2Fb4nVpZCLYaqw3k2Y19G/
kidalaxy.com,kidalaxy,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/pWDdY8etR6ysJQRu5wCT5m/
holdabot.com,holdabot,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/fbi38kTVCNsUPefkAXjeFQ/
misknown.com,misknown,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/53yHoeeK1Su8Mbsq6Qgqkv/
fibrapop.com,fibrapop,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/rtkNtkPZhLv29pPWETRoyg/
viispace.com,viispace,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/jX3odhhgcgnvhCLD7kDfbj/
remotide.com,remotide,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/45QTCRup2hgsWXxXsfMYxd/
playtraf.com,playtraf,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/sfaEBNfYtSw4Jne7EhAS21/
gdcelite.com,gdcelite,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/p4zv29gdU3hdXiYPKMQpao/
fosclean.com,fosclean,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/9AxUFS9uxLXPJWNt7928aj/
jogjawin.com,jogjawin,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/hdQzgdrdZRNRxsnRZND77k/
audirise.com,audirise,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/vUwYyZkg8gA8t3Wq4sSEmB/
sabzibag.com,sabzibag,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/pyeW749bLajazLuMaP99fk/
poinbest.com,poinbest,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/etvHXVRwiaYY943AcQr6nn/
objectee.com,objectee,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/mXahbM5eg1rSsf2RGKqjzq/
pepebull.com,pepebull,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/qZCRu4zJmeEkyh5CayuaH8/
pressvio.com,pressvio,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/2ZSuAZHyNQqAG52BtXM6ci/
wakefron.com,wakefron,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/p2FDQHgqwmp7xd4ccS3a5X/
swearine.com,swearine,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/wZXyKvLGPQdaTa6s37kXGX/
okaryone.com,okaryone,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/gmudmMjw3aUbvdB6rF3MAJ/
emergean.com,emergean,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/8asFPLW5f2BvmKR5GB4ttP/
childzon.com,childzon,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/2t6Pxm398fKLdy5tBTdjQ5/
ambicorn.com,ambicorn,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/fBBSQiBwA2szZT4Y3pVhy3/
isotomix.com,isotomix,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/vieY4dRKmngDKjojQS49oA/
roomchit.com,roomchit,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/bLzgscTzfJiLtbgTfFQeNy/
poolwala.com,poolwala,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/sz6PhQLgQYoQFAGFArAZqW/
aveoscan.com,aveoscan,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/th8WxVHsPHzsJTQunM5LB5/
phonezzo.com,phonezzo,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/mdxq3UFfJPEcNrVpVSHzQq/
tripilat.com,tripilat,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/fLNwyMUy9TDYPjohQbvJYi/
vomitera.com,vomitera,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/aP4GKeFTAAX8oRgN7Y4xym/
nestlogo.com,nestlogo,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/7XrcFMk89UCYDLJhDPKHJk/
cinasilk.com,cinasilk,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/nX4NPyte7synV7aq8yjrU6/
stontree.com,stontree,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/bgR7cVSq5u5XV13FRNnBGS/
ghoatbed.com,ghoatbed,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/bAiE6dBx7W8VY5R4FG7Zac/
heyquali.com,heyquali,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/qCa8j7xCTDEaXD9xhd8rqA/
vitalaxs.com,vitalaxs,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/xmKsg6sMJpAV26e3v6MoeK/
crimsone.com,crimsone,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/pfNXmgA1Lo8oHDBymAyE7Y/
luxycard.com,luxycard,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/cAa19NnWXEJ2PwvocxZk6r/
billasta.com,billasta,8,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/3yA8kcNcUXUzVTEYLt7FPq/
